label,num_outgoing_packets,num_outgoing_packets_fraction,mean_outgoing_packet_order_idx,total_packets,incoming_count_first30,outgoing_count_first30,last_ts,max_dt,num_bursts,mean_burst_length,mean_outgoing_burst_length,max_burst_length,iat_mean,packets_per_sec,direction_changes
-1,1308,0.1328593194514982,5789.548929663609,9845,20,9,23.17,0.54,1089,9.04040404040404,2.4044117647058822,82.0,0.0023537180008126,424.9028916702632,1088
-1,312,0.1002892960462873,1561.576923076923,3111,21,8,38.79,2.369999999999997,372,8.362903225806452,1.6864864864864866,61.0,0.0124726688102893,80.20108275328693,371
-1,605,0.0607918006430868,3583.1421487603307,9952,19,10,15.39,1.1100000000000003,730,13.632876712328768,1.6620879120879122,100.0,0.0015465782333433,646.6536712150747,729
-1,508,0.1473745285755729,1693.781496062992,3447,15,14,28.48,2.17,461,7.477223427331888,2.208695652173913,78.0,0.0082646546720835,121.03230337078652,460
-1,144,0.0557275541795665,845.0138888888889,2584,19,10,32.83,9.45,210,12.304761904761904,1.3846153846153846,86.0,0.012710027100271,78.70849832470302,209
-1,883,0.0933009298393913,4967.5424688561725,9464,15,14,46.41,12.079999999999998,978,9.676891615541924,1.8094262295081969,80.0,0.0049043643664799,203.921568627451,977
-1,1198,0.1216490658001624,5314.505843071786,9848,19,10,23.93,0.89,1023,9.626588465298145,2.344422700587084,100.0,0.0024301817812531,411.53363978269954,1022
-1,42,0.1099476439790576,156.42857142857142,382,20,9,28.23,19.01,58,6.586206896551724,1.5,47.0,0.0740944881889763,13.531703861140633,57
-1,510,0.0712987557668111,3718.358823529412,7153,19,10,44.29,14.56,591,12.10321489001692,1.728813559322034,99.0,0.006192673378076,161.5037254459246,590
-1,412,0.0527191298784389,3344.5412621359224,7815,18,11,16.38,0.9700000000000002,597,13.090452261306533,1.3825503355704698,86.0,0.0020962375223957,477.1062271062272,596
-1,378,0.0876826722338204,2278.5449735449733,4311,20,9,15.31,1.67,431,10.002320185614847,1.758139534883721,56.0,0.0035522041763341,281.5806662312214,430
-1,213,0.0441725425134798,2137.4037558685445,4822,21,8,12.79,1.0799999999999998,329,14.656534954407295,1.298780487804878,80.0,0.0026529765608794,377.0132916340892,328
-1,620,0.0623115577889447,4110.01935483871,9950,20,9,17.92,4.65,814,12.223587223587224,1.5270935960591132,94.0,0.0018011860488491,555.2455357142857,813
-1,145,0.1194398682042833,670.3931034482758,1214,18,11,9.89,2.78,147,8.258503401360544,1.9863013698630136,86.0,0.0081533388293487,122.75025278058644,146
-1,372,0.0372894947874899,4477.634408602151,9976,23,6,20.46,1.11,700,14.251428571428573,1.0659025787965617,100.0,0.0020511278195488,487.5855327468231,699
-1,443,0.1146777116230908,2126.41309255079,3863,21,8,15.15,0.8900000000000001,455,8.49010989010989,1.9515418502202644,68.0,0.0039228379078197,254.98349834983495,454
-1,389,0.0389428371208329,3821.154241645245,9989,18,11,7.68,1.31,606,16.483498349834985,1.2880794701986755,80.0,0.0007689227072486,1300.6510416666667,605
-1,319,0.1271422877640494,1277.811912225705,2509,16,13,24.05,6.02,344,7.2936046511627906,1.865497076023392,87.0,0.0095893141945773,104.32432432432432,343
-1,440,0.0441014332965821,3954.047727272727,9977,19,10,20.62,2.62,648,15.396604938271604,1.3622291021671826,100.0,0.0020669607056936,483.850630455868,647
-1,256,0.0338132347113987,3354.1796875,7571,15,14,7.24,1.15,470,16.108510638297872,1.094017094017094,73.0,0.0009564068692206,1045.7182320441989,469
-1,178,0.0582079790712884,1512.3539325842696,3058,21,8,10.77,1.54,238,12.84873949579832,1.5084745762711864,53.0,0.0035230618253189,283.9368616527391,237
-1,309,0.0706285714285714,1456.9352750809062,4375,20,9,15.86,2.229999999999998,365,11.986301369863014,1.6978021978021978,85.0,0.003625971650663,275.8511979823455,364
-1,421,0.0421674679487179,3803.477434679335,9984,20,9,9.85,1.65,624,16.0,1.3536977491961415,92.0,0.0009866773514975,1013.6040609137056,623
-1,871,0.1163349806330973,4629.083811710678,7487,18,11,35.12,6.02,678,11.042772861356932,2.576923076923077,212.0,0.0046914239914507,213.1833712984055,677
-1,95,0.0562796208530805,583.8315789473684,1688,24,5,12.57,4.0,144,11.72222222222222,1.3380281690140845,100.0,0.0074510966212211,134.28798727128083,143
-1,10,0.1265822784810126,19.5,79,20,9,7.23,2.91,18,4.388888888888889,1.25,47.0,0.0926923076923077,10.926694329183954,17
-1,252,0.0571040108769544,1640.0238095238096,4413,18,11,29.99,5.48,374,11.79946524064171,1.3548387096774193,91.0,0.0067973708068902,147.14904968322776,373
-1,352,0.0937167199148029,2262.559659090909,3756,20,9,14.28,1.2400000000000002,383,9.806788511749348,1.8429319371727748,99.0,0.00380292942743,263.02521008403363,382
-1,401,0.0401602403605408,3733.837905236908,9985,18,11,18.67,10.18,646,15.456656346749226,1.2453416149068324,72.0,0.0018699919871794,534.8152115693625,645
-1,251,0.1224987798926305,819.2231075697212,2049,21,8,14.19,4.219999999999999,217,9.442396313364055,2.324074074074074,79.0,0.0069287109375,144.39746300211416,216
-1,196,0.0367660851622584,2256.066326530612,5331,19,10,7.34,1.34,334,15.961077844311378,1.180722891566265,82.0,0.0013771106941838,726.2942779291553,333
-1,307,0.0694570135746606,2679.514657980456,4420,26,3,22.02,6.5600000000000005,362,12.209944751381215,1.7055555555555555,72.0,0.0049830278343516,200.72661217075387,361
-1,463,0.0573800966662535,3307.894168466523,8069,20,9,10.63,1.45,656,12.30030487804878,1.415902140672783,87.0,0.0013175508180466,759.0780809031044,655
-1,980,0.0990499292500505,5883.7326530612245,9894,18,11,29.37,1.7600000000000002,1024,9.662109375,1.917808219178082,97.0,0.0029687657939957,336.8743615934627,1023
-1,259,0.0476628634523371,2912.7335907335905,5434,26,3,21.62,8.35,408,13.318627450980392,1.2758620689655171,94.0,0.0039793852383581,251.3413506012951,407
-1,346,0.0841439688715953,1909.9682080924856,4112,18,11,27.46,13.8,394,10.436548223350254,1.7653061224489797,68.0,0.00667963999027,149.74508375819374,393
-1,26,0.3023255813953488,36.23076923076923,86,16,13,8.79,4.69,27,3.185185185185185,2.0,14.0,0.1034117647058823,9.783845278725826,26
-1,106,0.0594170403587443,824.4245283018868,1784,18,11,10.31,1.5699999999999998,142,12.56338028169014,1.5142857142857142,60.0,0.005782389231632,173.03588748787584,141
-1,502,0.081972566949706,3597.780876494024,6124,23,6,30.4,16.23,606,10.105610561056103,1.6622516556291391,76.0,0.0049648864935489,201.44736842105263,605
-1,63,0.1745152354570637,131.6984126984127,361,15,14,14.08,4.619999999999999,63,5.73015873015873,2.032258064516129,37.0,0.0391111111111111,25.639204545454547,62
-1,530,0.0532075092862162,4031.833962264151,9961,15,14,9.11,0.7899999999999998,754,13.210875331564988,1.4095744680851063,97.0,0.0009146586345381,1093.4138309549946,753
-1,521,0.0523407675306409,4612.0556621881,9954,21,8,11.41,2.2,744,13.379032258064516,1.4043126684636118,92.0,0.0011463880237114,872.3926380368098,743
-1,373,0.0729655712050078,2232.471849865952,5112,19,10,39.87,15.020000000000003,463,11.041036717062635,1.6147186147186148,95.0,0.0078008217569947,128.21670428893907,462
-1,37,0.0948717948717948,221.2972972972973,390,26,3,10.69,1.47,46,8.478260869565217,1.681818181818182,51.0,0.0274807197943444,36.48269410664172,45
-1,308,0.0459564309161444,2877.853896103896,6702,21,8,20.93,1.9499999999999995,512,13.08984375,1.207843137254902,78.0,0.0031234144157588,320.21022455805064,511
-1,29,0.2248062015503876,41.96551724137931,129,18,11,4.28,1.04,32,4.03125,1.9333333333333331,23.0,0.0334375,30.14018691588785,31
-1,84,0.0564516129032258,546.4642857142857,1488,19,10,22.29,9.9,120,12.4,1.423728813559322,64.0,0.0149899125756556,66.7563930013459,119
-1,445,0.0446473362094913,4107.528089887641,9967,20,9,9.01,1.93,678,14.700589970501476,1.316568047337278,100.0,0.0009040738510937,1106.2153163152054,677
-1,354,0.0688715953307393,2135.95197740113,5140,18,11,22.42,3.73,391,13.145780051150895,1.8153846153846156,88.0,0.0043627164818057,229.25958965209637,390
-1,383,0.0383613782051282,4172.6266318537855,9984,16,13,47.27,11.419999999999996,652,15.312883435582824,1.1784615384615384,71.0,0.0047350495842932,211.21218531838372,651
-1,75,0.0407387289516567,756.5866666666667,1841,20,9,7.79,1.41,138,13.340579710144928,1.1029411764705883,67.0,0.0042336956521739,236.3286264441592,137
-1,293,0.0855474452554744,1827.829351535836,3425,18,11,21.08,1.49,354,9.675141242937851,1.6647727272727273,77.0,0.0061565420560747,162.47628083491463,353
-1,295,0.0360063468814841,3774.3525423728815,8193,20,9,27.07,4.449999999999999,512,16.001953125,1.156862745098039,68.0,0.003304443359375,302.65977096416697,511
-1,102,0.1307692307692307,465.2843137254902,780,19,10,36.95,11.63,100,7.8,2.0816326530612246,100.0,0.0474326059050064,21.109607577807846,99
-1,501,0.0754859123097785,3410.5309381237525,6637,18,11,26.61,1.96,788,8.42258883248731,1.2748091603053435,71.0,0.004009945750452,249.4175122134536,787
-1,45,0.1206434316353887,151.42222222222222,373,16,13,8.16,1.7499999999999998,58,6.431034482758621,1.6071428571428572,56.0,0.0219354838709677,45.71078431372549,57
-1,787,0.1016008262328944,4422.573062261754,7746,20,9,36.63,7.630000000000003,805,9.622360248447205,1.9577114427860696,89.0,0.0047295029051,211.46601146601145,804
-1,265,0.09474436896675,1211.830188679245,2797,18,11,19.06,3.479999999999998,249,11.23293172690763,2.1370967741935485,100.0,0.0068168812589413,146.74711437565583,248
-1,182,0.1130434782608695,812.7967032967033,1610,20,9,17.27,1.0500000000000007,222,7.252252252252252,1.6545454545454543,51.0,0.0107333747669359,93.22524609148812,221
-1,98,0.1791590493601462,203.4081632653061,547,19,10,11.96,2.869999999999999,96,5.697916666666667,2.0851063829787235,48.0,0.0219047619047619,45.735785953177256,95
-1,111,0.1086105675146771,406.1261261261261,1022,19,10,13.17,1.65,153,6.679738562091504,1.4605263157894737,53.0,0.0128991185112634,77.60060744115414,152
-1,463,0.0569005776084552,3415.61555075594,8137,19,10,36.19,14.52,580,14.029310344827586,1.602076124567474,93.0,0.0044481317600786,224.8411163304781,579
-1,319,0.1074797843665768,1432.3385579937303,2968,15,14,19.75,1.3299999999999983,317,9.362776025236592,2.018987341772152,71.0,0.0066565554432086,150.27848101265823,316
-1,166,0.0503182782661412,1386.7228915662652,3299,21,8,26.08,18.450000000000003,244,13.520491803278688,1.371900826446281,94.0,0.0079078229229836,126.49539877300614,243
-1,822,0.1064353230609866,4364.023114355231,7723,20,9,20.76,1.0,738,10.464769647696476,2.233695652173913,76.0,0.0026884226884226,372.0134874759152,737
-1,391,0.0391783567134268,4406.092071611253,9980,20,9,10.62,2.3,678,14.71976401179941,1.156804733727811,93.0,0.0010642348932758,939.7363465160076,677
-1,29,0.3333333333333333,41.310344827586206,87,20,9,4.28,0.3999999999999999,38,2.289473684210526,1.6111111111111112,10.0,0.0497674418604651,20.32710280373832,37
-1,138,0.0440472390679859,1085.7898550724638,3133,17,12,22.77,0.8499999999999999,216,14.50462962962963,1.2897196261682242,50.0,0.0072701149425287,137.5933245498463,215
-1,11,0.088,32.18181818181818,125,20,9,3.43,0.8500000000000001,18,6.944444444444445,1.375,50.0,0.0276612903225806,36.44314868804665,17
-1,381,0.0448551919001648,3402.0078740157483,8494,19,10,51.94,16.199999999999996,588,14.445578231292515,1.3003412969283277,87.0,0.0061156246320499,163.53484790142474,587
-1,615,0.0928021729289271,4354.531707317074,6627,20,9,38.22,12.610000000000005,515,12.867961165048545,2.3929961089494163,134.0,0.0057681859341986,173.39089481946624,514
-1,86,0.059351276742581,569.2674418604652,1449,26,3,9.39,1.6700000000000008,148,9.79054054054054,1.178082191780822,95.0,0.0064848066298342,154.31309904153355,147
-1,138,0.069521410579345,852.4057971014493,1985,19,10,42.56,29.1,180,11.02777777777778,1.550561797752809,80.0,0.0214516129032258,46.64003759398496,179
-1,816,0.1808109904719698,2729.9436274509803,4513,19,10,41.26,11.669999999999998,570,7.917543859649123,2.8732394366197185,225.0,0.0091445035460992,109.37954435288415,569
-1,809,0.1119878183831672,3660.96044499382,7224,20,9,45.55,7.000000000000004,721,10.019417475728156,2.2472222222222222,100.0,0.0063062439429599,158.59495060373217,720
-1,326,0.0984596798550287,1478.914110429448,3311,18,11,26.31,1.52,325,10.187692307692307,2.0123456790123457,55.0,0.0079486404833836,125.8456860509312,324
-1,261,0.0496386458729554,2683.597701149425,5258,24,5,22.31,2.6000000000000014,396,13.27777777777778,1.3248730964467006,87.0,0.0042438653224272,235.67906768265357,395
-1,751,0.075318423427941,4581.438082556591,9971,18,11,8.11,0.8599999999999999,792,12.589646464646464,1.90126582278481,99.0,0.0008134403209628,1229.469790382244,791
-1,123,0.1277258566978193,514.6829268292682,963,20,9,11.81,3.83,123,7.829268292682927,2.0163934426229506,44.0,0.0122765072765072,81.54106689246402,122
-1,23,0.14375,37.30434782608695,160,17,12,4.0,0.4900000000000002,38,4.2105263157894735,1.2777777777777777,50.0,0.0251572327044025,40.0,37
-1,1755,0.2533564313555652,5153.003988603989,6927,16,13,18.53,6.300000000000001,555,12.48108108108108,6.335740072202166,497.0,0.0026754259312734,373.826227738802,554
-1,230,0.0649901102006216,1521.5826086956522,3539,15,14,10.97,3.3100000000000005,275,12.86909090909091,1.6788321167883211,73.0,0.0031006218202374,322.6071103008204,274
-1,464,0.0465442872906008,4547.614224137931,9969,20,9,39.23,0.9699999999999998,742,13.435309973045822,1.254054054054054,92.0,0.0039355939004815,254.1167473872037,741
-1,12,0.15,28.83333333333333,80,20,9,13.37,5.889999999999999,19,4.2105263157894735,1.3333333333333333,25.0,0.1692405063291139,5.983545250560958,18
-1,343,0.0958368259290304,1679.32944606414,3579,20,9,39.73,28.72,334,10.715568862275449,2.066265060240964,96.0,0.0111039686975964,90.0830606594513,333
-1,1047,0.1307116104868914,4474.948424068768,8010,19,10,44.98,8.899999999999999,929,8.622174381054897,2.2564655172413794,84.0,0.00561618179548,178.0791462872388,928
-1,749,0.0854925236845109,4286.94259012016,8761,21,8,42.71,7.890000000000001,841,10.417360285374556,1.7833333333333334,82.0,0.0048755707762557,205.12760477639893,840
-1,25,0.1256281407035175,55.36,199,20,9,5.32,1.3600000000000003,32,6.21875,1.6666666666666667,35.0,0.0268686868686868,37.40601503759398,31
-1,34,0.2111801242236025,64.70588235294117,161,21,8,18.76,5.03,34,4.735294117647059,2.125,64.0,0.11725,8.582089552238806,33
-1,60,0.1048951048951049,184.41666666666663,572,15,14,6.08,1.35,77,7.428571428571429,1.5789473684210529,51.0,0.0106479859894921,94.07894736842104,76
-1,889,0.1770916334661354,3727.271091113611,5020,18,11,52.87,22.02,465,10.795698924731182,3.831896551724138,297.0,0.0105339709105399,94.9498770569321,464
-1,696,0.0701047542304593,4373.482758620689,9928,19,10,12.59,1.06,840,11.81904761904762,1.6610978520286397,73.0,0.001268258285484,788.5623510722796,839
-1,35,0.1489361702127659,68.42857142857143,235,17,12,16.13,10.06,30,7.833333333333333,2.5,70.0,0.0689316239316239,14.569125852448854,29
-1,304,0.055769583562649,2261.559210526316,5451,21,8,41.52,13.47,472,11.548728813559322,1.2936170212765958,80.0,0.0076183486238532,131.28612716763004,471
-1,144,0.0947992100065832,504.125,1519,26,3,28.55,12.72,228,6.662280701754386,1.2743362831858407,58.0,0.0188076416337285,53.20490367775832,227
-1,148,0.0661896243291592,921.6824324324324,2236,26,3,49.59,20.000000000000004,194,11.525773195876289,1.5416666666666667,79.0,0.0221879194630872,45.089735833837466,193
-1,123,0.0998376623376623,399.7642276422764,1232,18,11,22.37,9.43,138,8.927536231884059,1.8088235294117647,60.0,0.0181722177091795,55.073759499329455,137
-1,101,0.068289384719405,636.950495049505,1479,19,10,19.7,2.879999999999999,137,10.795620437956204,1.4852941176470589,58.0,0.0133288227334235,75.0761421319797,136
-1,535,0.0536932958651144,4431.211214953271,9964,26,3,12.47,2.0,732,13.612021857923498,1.4657534246575343,100.0,0.0012516310348288,799.037690457097,731
-1,296,0.0484293193717277,2776.5033783783783,6112,26,3,12.37,1.36,489,12.498977505112476,1.213114754098361,74.0,0.0020242186221567,494.0986257073565,488
-1,308,0.1635687732342007,1055.3993506493507,1883,21,8,24.68,5.449999999999999,295,6.383050847457628,2.095238095238096,50.0,0.0131137088204038,76.29659643435981,294
-1,81,0.2231404958677686,195.30864197530863,363,19,10,23.22,5.370000000000001,110,3.3,1.5,50.0,0.0641436464088397,15.633074935400517,109
-1,220,0.0546312391358331,2103.072727272727,4027,20,9,12.16,4.2,311,12.94855305466238,1.4193548387096775,88.0,0.0030203676105315,331.16776315789474,310
-1,240,0.0745573159366262,1058.2208333333333,3219,21,8,52.65,10.159999999999997,286,11.255244755244757,1.6901408450704225,67.0,0.01636109384711,61.13960113960114,285
-1,496,0.0499798468359532,4249.030241935484,9924,18,11,21.01,1.0300000000000002,724,13.707182320441987,1.373961218836565,96.0,0.0021173032349087,472.34650166587335,723
-1,182,0.0610943269553541,1081.478021978022,2979,19,10,13.79,1.7199999999999998,242,12.3099173553719,1.5166666666666666,53.0,0.0046306245802552,216.0261058738216,241
-1,60,0.1229508196721311,221.8,488,18,11,39.89,20.5,88,5.545454545454546,1.3953488372093024,48.0,0.0819096509240246,12.233642516921536,87
-1,117,0.056549057515708,816.5470085470085,2069,19,10,34.38,10.439999999999998,182,11.368131868131869,1.3,81.0,0.0166247582205029,60.18033740546829,181
-1,525,0.1189397371998187,2394.56,4414,21,8,30.76,9.279999999999998,542,8.14391143911439,1.9444444444444444,65.0,0.0069703149784726,143.49804941482444,541
-1,240,0.0518246599006694,2574.108333333333,4631,20,9,46.58,16.840000000000003,364,12.722527472527473,1.3259668508287292,75.0,0.010060475161987,99.42035208243882,363
-1,404,0.0804780876494024,2956.29702970297,5020,21,8,24.39,9.33,474,10.59071729957806,1.7118644067796611,83.0,0.0048595337716676,205.8220582205822,473
-1,237,0.0564420100023815,2255.974683544304,4199,20,9,43.56,9.2,312,13.458333333333334,1.529032258064516,51.0,0.010376369699857,96.39577594123048,311
-1,85,0.1859956236323851,210.4705882352941,457,18,11,19.15,5.959999999999999,106,4.311320754716981,1.6346153846153846,38.0,0.0419956140350877,23.864229765013057,105
-1,481,0.0483028720626631,4689.738045738046,9958,25,4,6.3,1.11,676,14.73076923076923,1.427299703264095,100.0,0.0006327206990057,1580.6349206349207,675
-1,648,0.1650955414012739,2247.6003086419755,3925,20,9,38.77,10.800000000000004,453,8.664459161147903,2.8672566371681416,77.0,0.0098802242609582,101.23807067320092,452
-1,313,0.1051747311827957,1799.2492012779553,2976,17,12,12.66,1.7799999999999998,321,9.271028037383177,1.95625,69.0,0.0042554621848739,235.07109004739337,320
-1,453,0.0454591068740592,3870.55408388521,9965,24,5,21.36,3.71,758,13.146437994722955,1.1984126984126984,100.0,0.0021437173825772,466.5262172284644,757
-1,118,0.0536363636363636,823.1440677966102,2200,18,11,10.56,1.42,175,12.571428571428571,1.3563218390804597,73.0,0.0048021828103683,208.3333333333333,174
-1,135,0.0897606382978723,624.4814814814815,1504,21,8,6.46,0.96,138,10.898550724637682,1.9852941176470589,77.0,0.0042980705256154,232.8173374613003,137
-1,653,0.121420602454444,2558.508422664625,5378,19,10,50.21,19.66,598,8.993311036789297,2.1912751677852347,66.0,0.0093379207736656,107.11013742282414,597
-1,451,0.0724265296290348,3077.680709534368,6227,20,9,36.17,3.73,560,11.119642857142855,1.6164874551971329,87.0,0.0058095085126887,172.15924799557644,559
-1,88,0.1995464852607709,239.42045454545453,441,17,12,28.04,12.05,98,4.5,1.8333333333333333,50.0,0.0637272727272727,15.72753209700428,97
-1,521,0.0523565470806954,4922.8790786948175,9951,20,9,11.99,1.8200000000000005,720,13.820833333333333,1.4512534818941505,100.0,0.0012050251256281,829.9416180150125,719
-1,551,0.11008991008991,2680.7876588021777,5005,18,11,21.01,5.229999999999999,600,8.341666666666667,1.842809364548495,71.0,0.0041986410871302,238.2198952879581,599
-1,110,0.0582935877053524,622.9636363636364,1887,15,14,15.9,4.52,152,12.414473684210526,1.4666666666666666,71.0,0.0084305408271474,118.67924528301889,151
-1,365,0.1021836506159014,1883.358904109589,3572,15,14,29.54,6.879999999999999,406,8.798029556650246,1.806930693069307,64.0,0.0082721926631195,120.92078537576168,405
-1,421,0.0422055137844611,4106.399049881235,9975,16,13,8.55,0.8699999999999999,644,15.48913043478261,1.3115264797507789,80.0,0.0008572287948666,1166.6666666666663,643
-1,150,0.0619834710743801,844.4533333333334,2420,16,13,18.09,0.6500000000000004,199,12.160804020100503,1.5151515151515151,78.0,0.0074782968168664,133.77556661138752,198
-1,650,0.0835153539766157,3519.458461538461,7783,19,10,21.99,3.04,665,11.70375939849624,1.9578313253012047,97.0,0.0028257517347725,353.9336061846294,664
-1,202,0.0683587140439932,1369.579207920792,2955,16,13,6.78,1.0499999999999998,240,12.3125,1.6974789915966386,80.0,0.0022951929587,435.8407079646017,239
-1,622,0.0625377035994369,5277.969453376206,9946,24,5,11.66,1.19,808,12.30940594059406,1.543424317617866,100.0,0.0011724484665661,853.0017152658662,807
